,Lugar,Latitud,Longitud,Lugar ID0,Lugar ID1,Lugar ID2,Lugar ID3
103,2160502016,19.1982,-102.85386,"De Los Deportes SN(UNIDADDEPORTIVALAZAROCARDENAS), El Chivo, 60540 Tepalcatepec, Mich., Mexico","Tepalcatepec, Mich., Mexico","Michoacán, Mexico",Mexico
104,2160502002,19.694395,-100.578979,"Morelos Pte. 318, Barranca Seca, 61116 Cd Hidalgo, Mich., Mexico","Barranca Seca, Cd Hidalgo, Mich., Mexico","Ciudad Hidalgo, Michoacán, Mexico","Barranca Seca, 61116 Cd Hidalgo, Mich., Mexico"
105,2160502003,18.579999923706,-100.879997253417,"Michoacán Cd Altamirano-Huetamo De Núñez, Michoacán, Mexico","Huetamo, Mich., Mexico","Michoacán, Mexico",Mexico
106,2160502007,19.7999992370605,-101.779998779296,"Morelos, Los Corrales, 58684 Zacapu, Mich., Mexico","Zacapu, 58684 Zacapu, Mich., Mexico","Zacapu, Michoacán, Mexico","Los Corrales, 58684 Zacapu, Mich., Mexico"
107,2160502009,20.097851000000002,-101.515692,"Emilio Carranza 183_1, La Loma, 58502 Puruándiro, Mich., Mexico","La Loma, 58502 Puruándiro, Mich., Mexico","Puruándiro, Michoacán, Mexico","La Loma, 58502 Puruándiro, Mich., Mexico"
108,2180402000,21.4531,-104.8965,"Everardo Pena 23-29, 25 de Abril, 63784 Xalisco, Nay., Mexico","25 de Abril, Xalisco, Nay., Mexico","Xalisco, Nayarit, Mexico","Landareñas, 63784 Xalisco, Nay., Mexico"
109,2180402003,21.5405,-105.286,"H. Batallón de San Blas 18, Sin Nombre Loc. San Blas, El Guayabal, 63744 San Blas, Nay., Mexico","Centro, San Blas, Nay., Mexico","Sin Nombre Loc. San Blas, San Blas, Nay., Mexico","San Blas, Nay., Mexico"
110,2250301000,24.77426,-107.45306000000001,"Calz. Aeropuerto 6608, Gasolinera del Valle, 80148 Culiacán Rosales, Sin., Mexico","Gasolinera del Valle, Culiacán Rosales, Sin., Mexico","Culiacán, Sinaloa, Mexico","Bugambilias, 80148 Culiacán Rosales, Sin., Mexico"
111,2250902000,23.265723,-106.416202,"Mazatlán-Tepic, Las Torres, 82165 Mazatlán, Sin., Mexico","Las Torres, Mazatlán, Sin., Mexico","Mazatlan, Sinaloa, Mexico","Las Torres, 82165 Mazatlán, Sin., Mexico"
112,2250902009,23.14807,-109.709653,"La Paz-San José del Cabo, Santa Anita, B.C.S., Mexico","Las Veredas, B.C.S., Mexico","Los Cabos, Baja California Sur, Mexico","Baja California Sur, Mexico"
113,2280202000,22.335775,-97.88178,"Emiliano Zapata 89605, Españita, 89605 Miramar, Tamps., Mexico","Central de Abastos, Miramar, Tamps., Mexico","Miramar, Tamaulipas, Mexico","Españita, 89605 Miramar, Tamps., Mexico"
114,2320403010,23.169773,-102.857692,"García Salinas 116, Venustiano Carranza, 99090 Fresnillo, Zac., Mexico","Venustiano Carranza, Fresnillo, Zac., Mexico","Fresnillo, Zacatecas, Mexico","Electricista, 99090 Fresnillo, Zac., Mexico"
115,2160101000,19.071535,-102.342838,"Francisco Maldonado, 60693 Apatzingán de la Constitución, Mich., Mexico","Vista Bella, Apatzingán de la Constitución, Mich., Mexico","Apatzingán, Michoacán, Mexico","Priísta, 60693 Apatzingán de la Constitución, Mich., Mexico"
116,2200201009,17.442382000000002,-95.4263,"Del Vecindario, María Lombardo de Caso, Oax., Mexico","María Lombardo de Caso, Oax., Mexico","San Juan Cotzocón, Oax., Mexico","Oaxaca, Mexico"
117,2270201006,17.999004,-93.39441,"Carr. Cto. del Golfo 16-120, San Pedro de los Cedros, Heroica Cárdenas, Tab., Mexico","San Pedro de los Cedros, 86472 Heroica Cárdenas, Tab., Mexico","Cárdenas, Tabasco, Mexico","San Pedro de los Cedros, 86472 Heroica Cárdenas, Tab., Mexico"
118,2270201009,18.3864,-93.21996,"México 187 407, Quintín Arauz, Paraíso, Tab., Mexico","Quintín Arauz, Tab., Mexico","Paraíso, Tabasco, Mexico","Tabasco, Mexico"
119,2270201012,17.571135,-92.95607,"México 195, Nuevo San Isidro, 86819 Teapa, Tab., Mexico","Manuel Vuelta 1ra Secc, Teapa, Tab., Mexico","Teapa, Tabasco, Mexico","Manuel Vuelta 1ra Secc, 86819 Teapa, Tab., Mexico"
120,2270201014,18.5313,-92.6371,"Ejido 10, Centro, 86750 Frontera, Tab., Mexico","Centro, 86750 Frontera, Tab., Mexico","Frontera, Tabasco, Mexico","Grijalva 2, 86750 Frontera, Tab., Mexico"
121,2280202020,20.907110999999997,-97.681798,"Guadalajara 39, Heroica Veracruz, Álamo, Ver., Mexico","Heroica Veracruz, 92736 Álamo, Ver., Mexico","Álamo, Ver., Mexico","Emiliano Zapata, 92736 Álamo, Ver., Mexico"
122,2280202027,20.962035,-97.432139,"Carr. Costera del Golfo, Villa Rosita, 92860 Tuxpan, Ver., Mexico","Villa Rosita, Tuxpan, Ver., Mexico","Túxpam de Rodríguez Cano, Ver., Mexico","Rosa Maria, 92860 Tuxpan, Ver., Mexico"
123,2280202030,21.335764,-97.693714,"Poza Rica-Tampico 21, Petrolera, 92390 Naranjos, Ver., Mexico","Aviacion, 92390 Naranjos, Ver., Mexico","Naranjos, Ver., Mexico","Aviacion, 92390 Naranjos, Ver., Mexico"
124,2301202010,18.035608,-95.53235,"Fco. Javier Clavijero 241, Chamizal, 95647 Isla, Ver., Mexico","Limon de Guerrero, 95648 Isla, Ver., Mexico","Isla, Ver., Mexico","Santa Fe, 95648 Isla, Ver., Mexico"
125,2310104016,15.671535999999998,-92.13857,"El Huanacastle, La Alborada, 30140 Frontera Comalapa, Chis., Mexico","La Alborada, 30140 Frontera Comalapa, Chis., Mexico","Frontera Comalapa, Chis., Mexico","Dr Belisario Dominguez, 30140 Frontera Comalapa, Chis., Mexico"
126,2310104020,15.325899,-92.65423,"Costera 8, China, Acapetahua, Chis., Mexico","China, Escuintla, Chis., Mexico","Escuintla, Chis., Mexico","Escuintla, Chis., Mexico"
127,2310104024,15.688776,-93.20501999999999,"Arriaga - Tapachula, El Cocal, Pijijiapan, Chis., Mexico","Nuevo Mexico, Pijijiapan, Chis., Mexico","Pijijiapan, Chis., Mexico","Pijijiapan, Chis., Mexico"
128,2310104025,16.73412,-92.6514,"Diagonal Hermanos Paniagua 29, San Ramon, 29240 San Cristóbal de las Casas, Chis., Mexico","San Ramon, 29240 San Cristóbal de las Casas, Chis., Mexico","San Cristobal de las Casas, Chis., Mexico","Sta Maria, 29240 San Cristóbal de las Casas, Chis., Mexico"
129,2310104027,16.100379,-93.76985,"Av Hidalgo 2000, San Ramón, 30500 Tonalá, Chis., Mexico","San Ramón, Tonalá, Chis., Mexico","Tonalá, Chis., Mexico","Nicatán, 30500 Chis., Mexico"
130,2310104033,20.216631,-87.44638,"Carr. Tulum - Cancún 135-169, Tulum, Q.R., Mexico","Tulum, Quintana Roo, Mexico","Quintana Roo, Mexico",Mexico
131,2020202004,32.496809999999996,-116.922506,"Blvd. Manuel Jesús Clouthier 18561, Lago Sur, Tijuana, B.C., Mexico","Lago Sur, Tijuana, B.C., Mexico","Tijuana, Baja California, Mexico","Tijuana, Baja California, Mexico"
132,2180402006,22.4931,-105.3619,"Matamoros Ote. 16, Centro, 63430 Acaponeta, Nay., Mexico","Centro, Acaponeta, Nay., Mexico","Acaponeta, Nayarit, Mexico","Centro, 63430 Acaponeta, Nay., Mexico"
133,2250902006,25.825391,-108.97353999999999,"Blvrd Antonio Rosales 3038, Miguel Hidalgo, 81210 Los Mochis, Sin., Mexico","Miguel Hidalgo, Los Mochis, Sin., Mexico","Los Mochis, Sinaloa, Mexico","Miguel Hidalgo, 81210 Los Mochis, Sin., Mexico"
134,2260502000,29.047344,-110.963218,"Bulevar Solidaridad 781, Villa del Seri, 83280 Hermosillo, Son., Mexico","Palo Verde, 83280 Hermosillo, Son., Mexico","Hermosillo, Sonora, Mexico","83280 Miguel Alemán, Son., Mexico"
135,2260502009,27.044947999999998,-109.460144,"Boulevard Rafael J. Almada, Villa Dorada, Navojoa, Son., Mexico","Navojoa, Sonora, Mexico","Navojoa, Sonora, Mexico","Sonora, Mexico"
136,2060102004,31.621396,-106.443874,"Calle Aeronáutica 6910, Jardines del Aeropuerto, 32695 Cd Juárez, Chih., Mexico","Jardines del Aeropuerto, 32695 Cd Juárez, Chih., Mexico","Ciudad Juarez, Chihuahua, Mexico","De Las Torres V, 32695 Cd Juárez, Chih., Mexico"
137,2060102005,26.968640999999998,-105.663426,"México 24, Hidalgo del Parral, Chih., Mexico","Parral, Chihuahua, Mexico","Parral, Chihuahua, Mexico","Chihuahua, Mexico"
138,2060102006,27.653672999999998,-105.14788300000001,"Vialidad Sebastian 37, Cuatro Milpas, 33759 Cd Camargo, Chih., Mexico","Camargo, Chih., Mexico","Chihuahua, Mexico",Mexico
139,2060102007,27.123441999999997,-104.89830800000001,"Chihuahua 301, Guadalupe Victoria, 33980 José Mariano Jiménez, Chih., Mexico","Guadalupe Victoria, 33980 José Mariano Jiménez, Chih., Mexico","Ciudad Jiménez, Chihuahua, Mexico","Heroes de La Revolución, 33980 José Mariano Jiménez, Chih., Mexico"
140,2070603002,24.860359,-103.69846700000001,"Severino Ceniceros SN-S MOTEL JUAREZ, Magisterial, 35805 Cuencamé, Dgo., Mexico","Magisterial, Cuencamé, Dgo., Mexico","Cuencamé, Durango, Mexico","Pasajito, 35805 Cuencamé, Dgo., Mexico"
141,2070603014,25.491363,-100.967563,"Carr. Monterrey - Saltillo 8057, Los Rodríguez, 25206 Saltillo, Coah., Mexico","Los Rodríguez, Saltillo, Coah., Mexico","Saltillo, Coahuila, Mexico","Residencial Arboledas, 25200 Saltillo, Coah., Mexico"
142,2070603015,24.816797,-100.07198100000001,"Constitución 82, Centro de Galeana, 67850 Galeana, N.L., Mexico","Las Cordeladas, 67850 Galeana, N.L., Mexico","Galeana, Nuevo Leon, Mexico","Santa Rita, 67850 N.L., Mexico"
143,2070603016,25.472336,-102.17371899999999,"COAH 102 200, Zona Industrial, 27989 Parras de la Fuente, Coah., Mexico","Sin Nombre de Col 1, Parras de la Fuente, Coah., Mexico","Parras de la Fuente, Coahuila, Mexico","Parras, Coahuila, Mexico"
144,2070603019,27.886948999999998,-101.14832,"Francisco I. Madero 1186, Sin Nombre de Col 1, Sabinas, Coah., Mexico","Sabinas, Coahuila, Mexico","Coahuila, Mexico",Mexico
145,2110102008,20.944993,-101.28071700000001,"Carr a Puentecillas, Guanajuato, Mexico","Guanajuato, Mexico","Guanajuato, Mexico",Mexico
146,2190502009,25.757937,-100.399723,"Av Abraham Lincoln 8680, Chapultepec Sur, 64102 Monterrey, N.L., Mexico","Chapultepec Sur, 64102 Monterrey, N.L., Mexico","Monterrey, Nuevo Leon, Mexico","Chapultepec Nte., 64102 Monterrey, N.L., Mexico"
147,2280202002,22.713236,-98.986542,"Antiguo Morelos-Ciudad Mante, Quintero, Tamps., Mexico","El Mante, Tamaulipas, Mexico","Tamaulipas, Mexico",Mexico
148,2280202005,22.212947,-98.363496,"Lázaro Cárdenas 112, Vergel, 79180 Ebano, S.L.P., Mexico","Los Grillos, Priv. Microondas, INFONAVIT, 79140 Ebano, S.L.P., Mexico","INFONAVIT, Ebano, S.L.P., Mexico","Ebano, San Luis Potosi, Mexico"
149,2280202012,26.056213,-98.366619,"Cruce Libramiento Sur, Sin Nombre de Col 15, 88730 Reynosa, Tamps., Mexico","Sin Nombre de Col 16, 88730 Reynosa, Tamps., Mexico","Reynosa, Tamaulipas, Mexico","Puerta del Sol, 88730 Reynosa, Tamps., Mexico"
150,2280202016,27.425656,-99.531594,"Carretera Monterrey - Nuevo Laredo 69, Nuevo Laredo, Tamps., Mexico","Nuevo Laredo, Tamaulipas, Mexico","Nuevo Laredo Municipality, Tamaulipas, Mexico","Tamaulipas, Mexico"
151,2070603021,28.681618,-100.545582,"Calle Blvd. Mendoza Berrueto 2208, Chapultepec, 26070 Piedras Negras, Coah., Mexico","Emilio Carranza Poniente, 26070 Piedras Negras, Coah., Mexico","Piedras Negras, Coahuila, Mexico","Parque Industrial Piedras Negras, 26070 Piedras Negras, Coah., Mexico"
152,2020202000,32.496078999999995,-116.923254,"Blvd. Manuel Jesús Clouthier 325, Guaycura, 22216 Tijuana, B.C., Mexico","Lago Sur, Tijuana, B.C., Mexico","Tijuana, Baja California, Mexico","Tijuana, Baja California, Mexico"
153,2020202001,32.458257,-114.69788100000001,"Av Alvaro Obregon, Parque Industrial, 83500 San Luis Río Colorado, Son., Mexico","Parque Industrial, San Luis Río Colorado, Son., Mexico","San Luis Río Colorado, Sonora, Mexico","Las Flores, 83500 San Luis Río Colorado, Son., Mexico"
154,2020202003,31.821109999999997,-116.599375,"Carr. Transpeninsular, Carlos Pacheco 8, 22890 Ensenada, B.C., Mexico","Carlos Pacheco 8, 22890 Ensenada, B.C., Mexico","Ensenada, Baja California, Mexico","Carlos Pacheco 8, 22890 Ensenada, B.C., Mexico"
155,2060102002,28.400932,-106.90471399999998,"Blvrd Fernando Baeza 6495, Hernández, 31527 Cd Cuauhtémoc, Chih., Mexico","Hernández, Cd Cuauhtémoc, Chih., Mexico","Ciudad Cuauhtemoc, Chihuahua, Mexico","Campesina, 31527 Cd Cuauhtémoc, Chih., Mexico"
156,2070603008,23.796784,-105.34106200000001,"Durango-Mazatlán SN-I, Juárez, 34946 El Salto, Dgo., Mexico","Juárez, El Salto, Dgo., Mexico","El Salto, Durango, Mexico","Buenavista, 34946 El Salto, Dgo., Mexico"
157,2070603010,23.746219,-103.976792,"Sombrerete - El Calabazal - Vicente Guerrero, Revolución, 34892 Vicente Guerrero, Dgo., Mexico","Vicente Guerrero, Durango, Mexico","Vicente Guerrero, Dgo., Mexico","Durango, Mexico"
158,2110102017,20.987196,-100.4018,"Carretera Constitución 474, La Purisima, San José Iturbide, Gto., Mexico","San José Iturbide, Guanajuato, Mexico","Guanajuato, Mexico",Mexico
159,2110102018,21.158761,-100.9161,"Av. De los Heroes 119, La Amistad, 37800 Dolores Hidalgo Cuna de la Independencia Nacional, Gto., Mexico","Los Santos, Dolores Hidalgo Cuna de la Independencia Nacional, Gto., Mexico","Dolores Hidalgo, Guanajuato, Mexico","La Morera, 37800 Dolores Hidalgo Cuna de la Independencia Nacional, Gto., Mexico"
160,2190502007,25.195717000000002,-99.834983,"Av. Libertad 435, Del Maestro, 67510 Montemorelos, N.L., Mexico","Del Maestro, 67510 Montemorelos, N.L., Mexico","Montemorelos, Nuevo Leon, Mexico","Del Maestro, 67510 Montemorelos, N.L., Mexico"
161,2240302002,23.670084,-100.631715,"Av. de las Americas 101, La Finca, 78717 Matehuala, S.L.P., Mexico","Matehuala, San Luis Potosi, Mexico","Matehuala, S.L.P., Mexico","San Luis Potosi, Mexico"
162,2240302003,22.422523,-100.290573,"Cerritos-villa Juárez, Los Pinos, Cerritos, S.L.P., Mexico","Sta Cruz, Cerritos, S.L.P., Mexico","Cerritos, San Luis Potosi, Mexico","Cerritos, S.L.P., Mexico"
163,2240302004,21.811425,-100.729073,"Lateral Acceso Carretera 57 44, Lindavista, 79560 Santa María del Río, S.L.P., Mexico","Lindavista, 79560 Santa María del Río, S.L.P., Mexico","Santa Maria del Rio, San Luis Potosi, Mexico","Loma Bonita, 79560 Santa María del Río, S.L.P., Mexico"
164,2240302007,22.607609,-101.71669399999999,"Progreso 24, San José, 78624 Salinas de Hidalgo, S.L.P., Mexico","Salinas de Hidalgo, San Luis Potosi, Mexico","Ncp la Paz, 78600 Salinas de Hidalgo, S.L.P., Mexico","Salinas, S.L.P., Mexico"
165,2240302008,21.628603,-101.470399,"Unnamed Road, Guanajuato, Mexico","Ocampo, Gto., Mexico","Guanajuato, Mexico",Mexico
166,2240302012,21.922792,-99.986897,"Cdad. Valles - Rioverde, Zona Centro, 79610 Rioverde, S.L.P., Mexico","Rioverde, San Luis Potosi, Mexico","Sin Nombre, 79610 Rioverde, S.L.P., Mexico","Rioverde, S.L.P., Mexico"
167,2240302013,21.993543,-99.64705500000001,"16 de Septiembre 37, San Isidro, 79385 Cárdenas, S.L.P., Mexico","San Isidro, Cárdenas, S.L.P., Mexico","Cárdenas, San Luis Potosi, Mexico","San Isidro, 79385 Cárdenas, S.L.P., Mexico"
168,2240302017,21.604973,-98.677769,"Independencia 110, Progreso, 79840 Tanquián de Escobedo, S.L.P., Mexico","Progreso, 79840 Tanquián de Escobedo, S.L.P., Mexico","79840 Tanquián de Escobedo, San Luis Potosi, Mexico","79840 Tanquián de Escobedo, San Luis Potosi, Mexico"
169,2240302018,21.34935,-98.832686,"Matlapa-Ciudad Valles 65, Alfred M. Terrazas, S.L.P., Mexico","Matlapa, S.L.P., Mexico","San Luis Potosi, Mexico",Mexico
170,2240302020,22.916054000000003,-100.46973,"Matehuala - San Luis Potosí, Los Amoles, S.L.P., Mexico","Guadalcázar, S.L.P., Mexico","San Luis Potosi, Mexico",Mexico
171,2320403002,23.283835,-102.33980799999999,"Hacienda de Bermúdez 58, Las Haciendas, Villa de Cos, Zac., Mexico","Villa de Cos, Zac., Mexico","Villa de Cos, Zacatecas, Mexico","Zacatecas, Mexico"
172,2320403005,22.580146,-102.24413299999999,"México 45 89, San Miguel, 98700 Ojocaliente, Zac., Mexico","San Miguel, Ojocaliente, Zac., Mexico","Ojocaliente, Zacatecas, Mexico","El Papanton, 98700 Ojocaliente, Zac., Mexico"
173,2320403009,22.111508999999998,-103.26190799999999,"Michoacán 45, Lomas de Oriente, 46205 Colotlán, Jal., Mexico","Lomas de Oriente, 46205 Colotlán, Jal., Mexico","Colotlán, Jalisco, Mexico","Lomas de Oriente, 46205 Colotlán, Jal., Mexico"
174,2320403014,24.283557000000002,-103.40493599999999,"Carr. Panamericana 125, Conasupo, El Mezquital, 98300 Juan Aldama, Zac., Mexico","Conasupo, 98300 Juan Aldama, Zac., Mexico","Barrio de la Loma, 98300 Zac., Mexico","Miguel Auza, Zac., Mexico"
175,2320403018,22.628119,-103.893783,"Calle Morelos, Huejuquilla el Alto, Jal., Mexico","Huejuquilla El Alto, Jalisco, Mexico","Huejuquilla el Alto, Jal., Mexico","Jalisco, Mexico"
176,2280202034,23.7266829,-99.1614906,"Las Palmas 201, Siete de Noviembre, 87070 Cd Victoria, Tamps., Mexico","Siete de Noviembre, 87070 Cd Victoria, Tamps., Mexico","Ciudad Victoria, Tamaulipas, Mexico","Siete de Noviembre, 87070 Cd Victoria, Tamps., Mexico"
177,2110102009,20.636308,-101.68008,"Manuel Doblado - Cueramaro 857, Sin Nombre, Cuerámaro, Gto., Mexico","Cuerámaro, Gto., Mexico","Guanajuato, Mexico",Mexico
178,2160502013,19.061956,-102.327972,"22 de Octubre 95, El Tamarindo, 60696 Apatzingán de la Constitución, Mich., Mexico","El Tamarindo, Apatzingán de la Constitución, Mich., Mexico","Apatzingán, Michoacán, Mexico","Apatzingán, 60696 Apatzingán de la Constitución, Mich., Mexico"
179,2060102003,30.431016999999997,-107.913798,"Lerdo 2801, Centro, 31700 Nuevo Casas Grandes, Chih., Mexico","Centro, 31700 Nuevo Casas Grandes, Chih., Mexico","Nuevo Casas Grandes Municipality, Chihuahua, Mexico","Centro, 31700 Nuevo Casas Grandes, Chih., Mexico"
180,2260502001,31.292299,-110.916228,"Diagonal Sexta 58, Solidaridad, 84090 Nogales, Son., Mexico","Solidaridad, Nogales, Son., Mexico","Nogales, Sonora, Mexico","Solidaridad, 84090 Nogales, Son., Mexico"
181,2090102006,19.6344064,-99.1167987,"Ex-hda San Antonio, Ex Hacienda San Felipe 2, 55700 San Francisco Coacalco, Méx., Mexico","Ex Hacienda San Felipe, Av José López Portillo 178, Coacalco, 55700 San Francisco Coacalco, Méx., Mexico","Ex Hacienda San Felipe 2, 55700 San Francisco Coacalco, Méx., Mexico","Coacalco, State of Mexico, Mexico"
182,3330830000,25.769510999999998,-100.190655,"Av. Miguel Alemán, Kalos, Cd Apodaca, N.L., Mexico","Sin Nombre de Col 26, Cd Apodaca, N.L., Mexico","Sin Nombre de Col 26, Cd Apodaca, N.L., Mexico","Ciudad Apodaca, Nuevo Leon, Mexico"
183,2160502011,19.435081,-100.323904,"México 15, Zitácuaro, Mich., Mexico","1ro. de Mayo, 61509 Zitácuaro, Mich., Mexico","Zitácuaro, Mich., Mexico","Michoacán, Mexico"
184,2170102001,18.502670000000002,-98.757091,"Av. Zaragoza 58, Vista Hermosa, 62950 Axochiapan, Mor., Mexico","Vista Hermosa, 62950 Axochiapan, Mor., Mexico","Axochiapan, Morelos, Mexico","Las Ardillas, 62950 Axochiapan, Mor., Mexico"
185,2190502003,25.59253,-100.00178199999999,"Zaragoza 107, Sin Nombre de Col 1, 67450 Cadereyta Jiménez, N.L., Mexico","Sin Nombre de Col 1, Cadereyta Jiménez, N.L., Mexico","Cadereyta Jiménez, Nuevo Leon, Mexico","Emiliano Zapata 2do Sector, 67450 Cadereyta Jiménez, N.L., Mexico"
186,2140203002,20.663169,-103.38017059999999,"Calle El Sol 2489, Jardines del Bosque, 44520 Guadalajara, Jal., Mexico","Jardines del Bosque, 44520 Guadalajara, Jal., Mexico","Guadalajara, Jalisco, Mexico","Jardines del Bosque, 44520 Guadalajara, Jal., Mexico"
187,2140203004,23.2037866,-106.41359609999999,"Av Gabriel Leyva 1620, Centro, 82000 Mazatlán, Sin., Mexico","Centro, Mazatlán, Sin., Mexico","Mazatlan, Sinaloa, Mexico","Cerro del Vigía, 82000 Mazatlán, Sin., Mexico"
188,2180402008,26.509232,-100.175128,"Simon Bolívar 405, Centro de Sabinas Hidalgo, 65200 Sabinas Hidalgo, N.L., Mexico","Centro de Sabinas Hidalgo, 65200 Sabinas Hidalgo, N.L., Mexico","Sabinas Hidalgo, Nuevo Leon, Mexico","Santa Cruz, 65200 Sabinas Hidalgo, N.L., Mexico"
